SAMPID	CD276_tpm	Histology
GTEX-14PHX-1526-SM-68717	38.9720094704882	Colon
GTEX-14PHX-1626-SM-69LQB	75.8298636188514	Adipose Tissue
GTEX-14PHX-2026-SM-6872C	35.6307506390437	Pancreas
GTEX-14PHX-2126-SM-6EU2U	32.7081872699096	Heart
GTEX-14PHX-2226-SM-6EU2P	44.0842414400845	Skin
GTEX-14PHX-2326-SM-62LEM	53.6723650571776	Skin
GTEX-14PHX-2426-SM-62LEN	68.9948463527661	Adipose Tissue
GTEX-14PHX-2526-SM-62LEO	33.4772462276732	Nerve
GTEX-14PHY-0006-SM-7SB7I	0.287058291693014	Blood
GTEX-14PHY-0226-SM-5ZZWM	100.607273422607	Heart
GTEX-14PHY-0326-SM-62LE3	50.2250840887967	Heart
GTEX-14PHY-0526-SM-664NM	46.4337271955908	Lung
GTEX-14PHY-0626-SM-664NN	24.5621648757014	Esophagus
GTEX-14PHY-0726-SM-5YY8X	34.0607737377317	Esophagus
GTEX-14PHY-0926-SM-5ZZWL	45.5383826717424	Stomach
GTEX-14PHY-1026-SM-62LEV	72.0367372791498	Adipose Tissue
GTEX-14PHY-1126-SM-664OR	32.2122348249047	Pancreas
GTEX-14PHY-1226-SM-5ZZWK	61.2828405399362	Skin
GTEX-14PHY-1926-SM-5YY95	60.8626911731673	Breast
GTEX-14PHY-2626-SM-62LF8	42.2727902728584	Nerve
GTEX-14PHY-2726-SM-62LE2	104.021498687887	Blood Vessel
GTEX-14PII-0005-SM-7RHFV	0.205682219560926	Blood
GTEX-14PII-0226-SM-6EU1T	61.4560659968822	Skin
GTEX-14PII-0326-SM-6LLIQ	149.571649367024	Adipose Tissue
GTEX-14PII-0426-SM-6LLIR	33.234631135948	Nerve
GTEX-14PII-0526-SM-6EU2A	75.8806773094114	Blood Vessel
GTEX-14PII-0626-SM-69LPY	38.1716322862143	Muscle
GTEX-14PII-0726-SM-6EU2B	27.701395835678	Skin
GTEX-14PII-0826-SM-6871S	34.112501880356	Thyroid
GTEX-14PII-1026-SM-5ZZVW	112.986366553018	Heart
GTEX-14PJ2-0005-SM-9JGFU	2.29780366863668	Blood
GTEX-14PJ2-0226-SM-6LLH4	110.333147246038	Adipose Tissue
GTEX-14PJ2-0326-SM-6EU2Q	12.0146289535188	Muscle
GTEX-14PJ2-0626-SM-6LLII	26.7870441396142	Skin
GTEX-14PJ2-1026-SM-6EU1M	37.4644055222123	Heart
GTEX-14PJ2-1126-SM-69LOD	57.5260442537644	Heart
GTEX-14PJ2-1226-SM-62LFE	68.4948082602559	Blood Vessel
GTEX-14PJ2-1426-SM-62LFF	48.1829615208929	Adipose Tissue
GTEX-14PJ2-1526-SM-686Z4	38.0186389180064	Pancreas
GTEX-14PJ2-2026-SM-6AJAQ	15.5743617666863	Testis
GTEX-14PJ2-2126-SM-5YY96	44.7137577954802	Prostate
GTEX-14PJ2-2726-SM-5ZZVZ	50.2346056025268	Esophagus
GTEX-14PJ2-2826-SM-6EU1N	49.1529275964083	Esophagus
GTEX-14PJ3-0005-SM-9JGFT	0.0993316525033914	Blood
GTEX-14PJ3-0126-SM-69LQP	28.7503082207998	Thyroid
GTEX-14PJ3-0226-SM-6EU37	82.0056076784393	Blood Vessel
GTEX-14PJ3-0426-SM-6LLHF	29.5380905680461	Pancreas
GTEX-14PJ3-0626-SM-6UGC5	14.8495232937039	Esophagus
GTEX-14PJ3-0726-SM-69LQE	34.2728454776594	Adipose Tissue
GTEX-14PJ3-0826-SM-6AJBR	34.6262489860928	Esophagus
GTEX-14PJ3-0926-SM-69LQG	43.8254818420945	Colon
GTEX-14PJ3-1126-SM-5ZZVX	48.1951723922794	Skin
GTEX-14PJ3-1226-SM-5ZZVY	45.3749724975542	Colon
GTEX-14PJ3-1326-SM-664O7	37.1992957727272	Small Intestine
GTEX-14PJ3-1426-SM-664O8	33.5158438981134	Stomach
GTEX-14PJ3-1526-SM-664O9	63.3434799439594	Salivary Gland
GTEX-14PJ3-1626-SM-664O5	17.2387981856155	Testis
GTEX-14PJ3-1726-SM-5ZZVH	39.5610730899589	Prostate
GTEX-14PJ3-1826-SM-62LEX	45.8724123448516	Skin
GTEX-14PJ3-1926-SM-62LEY	45.7758158979556	Adipose Tissue
GTEX-14PJ3-2026-SM-5ZZVK	7.67312243110297	Muscle
GTEX-14PJ3-2126-SM-5ZZVL	47.2901186417928	Blood Vessel
GTEX-14PJ3-2226-SM-62LFD	31.1093451395208	Nerve
GTEX-14PJ4-0006-SM-7RHFY	0.132573890551523	Blood
GTEX-14PJ4-0126-SM-62LEZ	103.227435335873	Adipose Tissue
GTEX-14PJ4-0226-SM-5YY92	31.3332162133414	Skin
GTEX-14PJ4-0326-SM-664OT	29.5934137953425	Thyroid
GTEX-14PJ4-0426-SM-6871F	70.6152232422444	Adrenal Gland
GTEX-14PJ4-0526-SM-6871G	16.870502332831	Spleen
GTEX-14PJ4-0626-SM-6AJBS	30.7531838195683	Lung
GTEX-14PJ4-0726-SM-6872E	35.140017397112	Pancreas
GTEX-14PJ4-0826-SM-6LLH5	88.2802214627289	Blood Vessel
GTEX-14PJ4-0926-SM-5YY98	49.1866347727974	Heart
GTEX-14PJ4-1026-SM-6AJ97	54.2319421772731	Blood Vessel
GTEX-14PJ4-1126-SM-5YY91	53.1484673811981	Heart
GTEX-14PJ4-1226-SM-5YY9U	55.3910106744862	Prostate
GTEX-14PJ4-1326-SM-5ZZVM	34.7016618757517	Esophagus
GTEX-14PJ4-1426-SM-69LO6	32.710692251277	Esophagus
GTEX-14PJ4-1526-SM-664OA	25.9135486063556	Esophagus
GTEX-14PJ4-1626-SM-664OB	38.367021975979	Stomach
GTEX-14PJ4-1726-SM-664OC	24.5160763782181	Testis
GTEX-14PJ4-1826-SM-5YY97	46.4983636271046	Colon
GTEX-14PJ4-1926-SM-6LLHG	33.1242966203904	Colon
GTEX-14PJ4-2126-SM-6ETZJ	66.6246201386273	Breast
GTEX-14PJ4-2226-SM-6LLIS	59.4220891409202	Adipose Tissue
GTEX-14PJ4-2426-SM-6EU1U	12.8359228432672	Muscle
GTEX-14PJ4-2526-SM-6LLIT	39.108972884834	Nerve
GTEX-14PJ5-0005-SM-9MQLO	0.377663100950332	Blood
GTEX-14PJ5-0226-SM-5YY99	30.3033810377452	Lung
GTEX-14PJ5-0326-SM-664OD	14.7227891082632	Spleen
GTEX-14PJ5-0426-SM-5ZZW2	26.6734430509575	Adipose Tissue
GTEX-14PJ5-0526-SM-664OE	13.6210694915893	Esophagus
GTEX-14PJ5-0626-SM-6LLIJ	29.9147036115919	Esophagus
GTEX-14PJ5-0826-SM-6AJAR	31.3367977551464	Stomach
GTEX-14PJ5-0926-SM-6LLIK	27.977608178259	Colon
GTEX-14PJ5-1526-SM-6LLIL	33.9301113061895	Skin
GTEX-14PJ5-1926-SM-6LLIM	42.926749188691	Blood Vessel
GTEX-14PJ5-2026-SM-6LLIN	8.88592736816731	Muscle
GTEX-14PJ6-0006-SM-7P8RE	0.324248184571406	Blood
GTEX-14PJ6-0126-SM-686Z5	79.6544714772531	Adrenal Gland
GTEX-14PJ6-0226-SM-6AJ9K	14.732449182299	Spleen
GTEX-14PJ6-0326-SM-6871H	28.2203384066532	Thyroid
GTEX-14PJ6-0526-SM-6LLIU	76.8829356542547	Blood Vessel
GTEX-14PJ6-0626-SM-686Z6	47.5836381992467	Heart
GTEX-14PJ6-0726-SM-69LOL	48.9207244010614	Heart
GTEX-14PJ6-0826-SM-686Z9	35.9724120711328	Stomach
GTEX-14PJ6-0926-SM-686ZA	35.0709343561023	Pancreas
GTEX-14PJ6-1026-SM-686ZB	54.1347566982534	Esophagus
GTEX-14PJ6-1126-SM-6AJ9R	28.6051655312812	Esophagus
GTEX-14PJ6-1226-SM-6LLHJ	48.365155437452	Blood Vessel
GTEX-14PJ6-1526-SM-6AJ9M	41.2065699350491	Uterus
GTEX-14PJ6-1626-SM-6872D	35.4383309018624	Vagina
GTEX-14PJ6-1726-SM-6AJBN	19.2047586559154	Small Intestine
GTEX-14PJ6-2126-SM-6EU1V	28.1501996307003	Skin
GTEX-14PJ6-2226-SM-6LLIV	51.3736346915463	Adipose Tissue
GTEX-14PJ6-2326-SM-6ETZR	16.8593440100406	Muscle
GTEX-14PJ6-2426-SM-6ETZS	28.3492202218588	Nerve
GTEX-14PJ6-2626-SM-6EU2T	29.5376340905864	Skin
GTEX-14PJM-0006-SM-9JGHA	0.107014558875036	Blood
GTEX-14PJM-0011-R10a-SM-686ZP	17.7299178982567	Brain
GTEX-14PJM-0011-R1a-SM-CNPO3	10.1215368065549	Brain
GTEX-14PJM-0011-R3b-SM-5ZZV9	12.3341592357692	Brain
GTEX-14PJM-0011-R4a-SM-5YYAS	12.9556233644983	Brain
GTEX-14PJM-0011-R6a-SM-6872G	16.3119997233398	Brain
GTEX-14PJM-0011-R7a-SM-6AJBX	11.8567954066721	Brain
GTEX-14PJM-0011-R8b-SM-69LPD	23.565293241385	Brain
GTEX-14PJM-0011-R9b-SM-6EU35	12.6103714281979	Brain
GTEX-14PJM-0226-SM-62LF1	81.9868418427418	Skin
GTEX-14PJM-0326-SM-62LF2	80.0831672682453	Adipose Tissue
GTEX-14PJM-0426-SM-5ZZVN	14.1684181969203	Muscle
GTEX-14PJM-0626-SM-686ZN	55.3202854271194	Blood Vessel
GTEX-14PJM-0826-SM-6LLIW	49.1273660943275	Heart
GTEX-14PJM-0926-SM-6AJ9Y	42.3552478151354	Lung
GTEX-14PJM-1026-SM-6ETZT	77.5361298924951	Blood Vessel
GTEX-14PJM-1126-SM-6LLHK	86.6987923586097	Heart
GTEX-14PJM-1226-SM-686Z7	36.8110306377257	Adipose Tissue
GTEX-14PJM-1326-SM-664NX	22.1622725932677	Thyroid
GTEX-14PJM-1426-SM-62LF3	78.5894204774007	Blood Vessel
GTEX-14PJM-1526-SM-664NY	12.9966841567147	Esophagus
GTEX-14PJM-1626-SM-6LLHL	35.5997858872202	Esophagus
GTEX-14PJM-1726-SM-6LLHB	29.930168041701	Esophagus
GTEX-14PJM-2126-SM-6AJAS	29.4355468860754	Pancreas
GTEX-14PJM-2226-SM-6AJAT	259.424890017931	Adrenal Gland
GTEX-14PJM-2426-SM-686ZC	37.8808700102373	Ovary
GTEX-14PJM-2626-SM-686ZD	40.3846055203148	Colon
GTEX-14PJM-2826-SM-69LPV	31.0279300588306	Uterus
GTEX-14PJM-2926-SM-69LOE	34.7092761972373	Vagina
GTEX-14PJM-3026-SM-6LLHM	13.4583991234076	Brain
GTEX-14PJM-3126-SM-6EU2R	20.6430463813003	Brain
GTEX-14PJM-3226-SM-6AJA1	18.4081547582322	Pituitary
GTEX-14PJN-0005-SM-9JGGF	0.29127039868747	Blood
GTEX-14PJN-0526-SM-68724	20.2390209618271	Esophagus
GTEX-14PJN-0626-SM-6EU13	46.3482166156537	Adipose Tissue
GTEX-14PJN-0826-SM-686ZL	19.9064424364038	Small Intestine
GTEX-14PJN-0926-SM-6EU19	45.6673949600167	Esophagus
GTEX-14PJN-1526-SM-6AJBP	38.7987462018652	Pancreas
GTEX-14PJN-1626-SM-68727	20.5581250123536	Testis
GTEX-14PJN-1726-SM-69LO7	62.0201562769019	Salivary Gland
GTEX-14PJN-1826-SM-6AJ98	38.8877687444947	Skin
GTEX-14PJN-2126-SM-6AJBM	14.608218040678	Muscle
GTEX-14PJN-2226-SM-6872I	66.0897293515712	Blood Vessel
GTEX-14PJO-0005-SM-9JGGY	0.84844891976674	Blood
GTEX-14PJO-0011-R10a-SM-686ZS	16.6042309971205	Brain
GTEX-14PJO-0011-R1b-SM-6AJAK	11.8992579115844	Brain
GTEX-14PJO-0011-R2a-SM-5ZZVF	15.5388321407678	Brain
GTEX-14PJO-0011-R3a-SM-6AJBY	20.6522551488418	Brain
GTEX-14PJO-0011-R5a-SM-6AJBZ	14.2182447712335	Brain
GTEX-14PJO-0011-R7a-SM-664NR	15.3265520416954	Brain
GTEX-14PJO-0011-R8a-SM-6AJAL	18.2527353540984	Brain
GTEX-14PJO-0011-R9b-SM-62LE9	9.57240310139538	Brain
GTEX-14PJO-0326-SM-6LLHT	27.5820103828443	Nerve
GTEX-14PJO-0526-SM-6EU2O	12.6440572093137	Muscle
GTEX-14PJO-0626-SM-6LLHH	32.2457790705683	Thyroid
GTEX-14PJO-0726-SM-69LO8	30.6445040624672	Breast
GTEX-14PJO-0826-SM-6ETZK	59.4260983340493	Heart
GTEX-14PJO-0926-SM-686YT	28.4005560033442	Lung
GTEX-14PJO-1626-SM-69LPQ	41.7502910510072	Adipose Tissue
GTEX-14PJO-1726-SM-68719	44.9945357544304	Liver
GTEX-14PJO-1826-SM-69LPR	35.739894369727	Pancreas
GTEX-14PJO-2526-SM-6AJBQ	35.8857233506197	Skin
GTEX-14PJO-2826-SM-6AJA6	42.202866504942	Prostate
GTEX-14PJO-2926-SM-686ZI	11.2832353252582	Brain
GTEX-14PJP-0005-SM-7P8OM	0.241257137162138	Blood
GTEX-14PK6-0006-SM-7PC1L	0.243383988754886	Blood
GTEX-14PK6-0126-SM-664O1	81.5955631487905	Adrenal Gland
GTEX-14PK6-0226-SM-62LF5	64.3250056887297	Skin
GTEX-14PK6-0326-SM-6AJ9S	29.7697240418859	Lung
GTEX-14PK6-0426-SM-6EU1J	43.6158791293191	Thyroid
GTEX-14PK6-0526-SM-69LOF	20.3343264599986	Spleen
GTEX-14PK6-0626-SM-6AJ9P	76.6226525712112	Blood Vessel
GTEX-14PK6-0726-SM-6LLIX	95.9046544771643	Heart
GTEX-14PK6-0826-SM-5ZZVO	74.851405072987	Heart
GTEX-14PK6-0926-SM-62LF4	76.6753740171519	Adipose Tissue
GTEX-14PK6-1026-SM-664NZ	36.1328324257115	Pancreas
GTEX-14PK6-1126-SM-5YY93	33.3981300179004	Esophagus
GTEX-14PK6-1226-SM-6EU1W	30.8957237635401	Esophagus
GTEX-14PK6-1326-SM-686ZE	39.5647327855472	Esophagus
GTEX-14PK6-1626-SM-6871I	17.6642027997751	Small Intestine
GTEX-14PK6-1726-SM-6871J	29.8665855270735	Colon
GTEX-14PK6-1826-SM-69LOM	48.3146870327813	Colon
GTEX-14PK6-1926-SM-6ETZU	70.4944830969686	Skin
GTEX-14PK6-2026-SM-6LLHP	95.5313801470468	Adipose Tissue
GTEX-14PK6-2126-SM-6ETZV	10.7458270813378	Muscle
GTEX-14PK6-2326-SM-69LOG	84.5281817205742	Blood Vessel
GTEX-14PKU-0005-SM-9KNTL	0.0567846422725316	Blood
GTEX-14PKU-0008-SM-E9U4G	107.5578648845	Skin
GTEX-14PKU-0126-SM-6LLHV	50.4272440701532	Skin
GTEX-14PKU-0226-SM-6EU16	45.4704476989725	Adipose Tissue
GTEX-14PKU-0326-SM-6AJA7	30.4389884795719	Thyroid
GTEX-14PKU-0426-SM-6EU1P	78.0009590434651	Breast
GTEX-14PKU-0526-SM-6871A	12.8954893101229	Spleen
GTEX-14PKU-0626-SM-6EU1Q	32.4083721289237	Pancreas
GTEX-14PKU-0926-SM-69LPS	28.0795664340629	Esophagus
GTEX-14PKU-1026-SM-6EU12	38.5680455022499	Esophagus
GTEX-14PKU-1126-SM-69LOU	39.367764506093	Stomach
GTEX-14PKU-1226-SM-686ZM	65.1146619361357	Ovary
GTEX-14PKU-1326-SM-6871B	20.162207611844	Vagina
GTEX-14PKU-1626-SM-6871C	19.8915899765684	Small Intestine
GTEX-14PKU-2226-SM-7LG5T	61.4765832539429	Blood Vessel
GTEX-14PKV-0006-SM-9MQL3	0.496936129355862	Blood
GTEX-14PKV-0008-SM-E9U4H	130.710382423387	Skin
GTEX-14PKV-0626-SM-6AJA2	38.5907494197616	Thyroid
GTEX-14PKV-0726-SM-686ZF	55.9579687591157	Adrenal Gland
GTEX-14PKV-0926-SM-6AJB4	33.4362437156394	Pancreas
GTEX-14PKV-1126-SM-6LLJ1	45.0189250667263	Skin
GTEX-14PKV-1226-SM-6871T	33.2563327099763	Ovary
GTEX-14PKV-1426-SM-5YYB9	63.6678171644959	Uterus
GTEX-14PKV-1526-SM-664O2	31.2935598923097	Esophagus
GTEX-14PKV-1726-SM-6871U	15.8020653479988	Esophagus
GTEX-14PKV-1826-SM-69LO9	48.9368492285001	Stomach
GTEX-14PKV-1926-SM-686YU	36.8862110207765	Colon
GTEX-14PKV-2026-SM-6AJ9A	39.7408209943081	Small Intestine
GTEX-14PKV-2126-SM-664O3	37.2549864106801	Colon
GTEX-14PN3-0006-SM-7SB6O	0.223754733925029	Blood
GTEX-14PN3-0008-SM-E76Q7	122.443128884542	Skin
GTEX-14PN3-0126-SM-6AJAU	32.6002519441361	Pancreas
GTEX-14PN3-0226-SM-6871K	13.6586623436694	Spleen
GTEX-14PN3-0326-SM-6EU1X	34.6083629300097	Adipose Tissue
GTEX-14PN3-0426-SM-6LLIY	32.6929746092076	Blood Vessel
GTEX-14PN3-0526-SM-69LQF	47.6780936553996	Heart
GTEX-14PN3-0726-SM-6EU14	42.6934170383484	Heart
GTEX-14PN3-0826-SM-69LOS	29.1206811131771	Thyroid
GTEX-14PN3-1126-SM-69LOR	34.584818983753	Esophagus
GTEX-14PN3-1226-SM-69LOW	30.1077968856308	Esophagus
GTEX-14PN3-1326-SM-6AJ9U	30.7279638865402	Stomach
GTEX-14PN3-1426-SM-686Z8	70.913633608884	Adrenal Gland
GTEX-14PN3-1526-SM-6ETZM	39.9325936115107	Ovary
GTEX-14PN3-1626-SM-6AJAV	28.7252096145089	Vagina
GTEX-14PN3-1926-SM-6EU1Y	35.5795498776813	Colon
GTEX-14PN3-2026-SM-68729	16.214763980198	Small Intestine
GTEX-14PN3-2426-SM-6LLHS	32.0617408562581	Skin
GTEX-14PN3-2526-SM-6EU15	39.9939444603077	Adipose Tissue
GTEX-14PN3-2626-SM-6EU17	30.6642407133098	Nerve
GTEX-14PN4-0005-SM-7PC21	2.60799375018557	Blood
GTEX-14PN4-0008-SM-E9U4N	114.427485047237	Skin
GTEX-14PN4-0011-R10b-SM-69LP2	18.7822835300032	Brain
GTEX-14PN4-0011-R11a-SM-686ZW	8.21018262477229	Brain
GTEX-14PN4-0011-R1b-SM-69LP8	13.484463735081	Brain
GTEX-14PN4-0011-R2a-SM-6EU2Y	22.0266610443175	Brain
GTEX-14PN4-0011-R3b-SM-686ZU	14.3170656251861	Brain
GTEX-14PN4-0011-R4a-SM-686ZT	13.6529044094517	Brain
GTEX-14PN4-0011-R5a-SM-686ZV	16.6228762012053	Brain
GTEX-14PN4-0011-R6b-SM-69LQU	17.4171950344703	Brain
GTEX-14PN4-0011-R7b-SM-69LQQ	16.5459244332594	Brain
GTEX-14PN4-0011-R8a-SM-6EU1H	16.5788844377555	Brain
GTEX-14PN4-0011-R9a-SM-6LLH9	16.2553270654716	Brain
GTEX-14PN4-0126-SM-6EU2V	55.5372951319985	Skin
GTEX-14PN4-0326-SM-6EU2N	12.526217546892	Muscle
GTEX-14PN4-0426-SM-6AJ9N	39.543038891251	Blood Vessel
GTEX-14PN4-0626-SM-62LFP	42.4834014936823	Breast
GTEX-14PN4-0826-SM-69LON	74.0109615113173	Heart
GTEX-14PN4-1426-SM-6LLJ4	70.7770039737567	Adipose Tissue
GTEX-14PN4-1526-SM-6871V	32.0750007427776	Thyroid
GTEX-14PN4-1626-SM-6AJB5	32.4643400966318	Pancreas
GTEX-14PN4-2526-SM-686ZG	44.0103168533492	Salivary Gland
GTEX-14PN4-3026-SM-664O4	9.43413621368687	Brain
GTEX-14PN4-3226-SM-6AJBO	36.158462521547	Pituitary
GTEX-14PQA-0006-SM-7PC2D	0.353089036748592	Blood
GTEX-14PQA-0008-SM-E6CPD	112.236715526352	Skin
GTEX-14PQA-0011-R10a-SM-6AJAA	17.3234939787395	Brain
GTEX-14PQA-0011-R1b-SM-6EU1G	13.9135306305782	Brain
GTEX-14PQA-0011-R3b-SM-69LQO	18.4882839838948	Brain
GTEX-14PQA-0011-R4b-SM-6AJBU	15.9624306489629	Brain
GTEX-14PQA-0011-R5b-SM-6AJC2	15.5292116620049	Brain
GTEX-14PQA-0011-R6b-SM-6AJAM	18.18979219712	Brain
GTEX-14PQA-0011-R8b-SM-6AJAB	20.7120246478024	Brain
GTEX-14PQA-0526-SM-7KUFS	10.5655841032507	Muscle
GTEX-14PQA-1126-SM-7KUM4	52.8359262506074	Lung
GTEX-14PQA-1226-SM-6M47A	26.1226830249811	Thyroid
GTEX-14PQA-3126-SM-6LPKD	22.181423812428	Pituitary
GTEX-14XAO-0006-SM-7RHFX	0.372858700299779	Blood
GTEX-14XAO-0008-SM-E9U4M	141.568751922796	Skin
GTEX-14XAO-0226-SM-68728	34.1380885909752	Liver
GTEX-14XAO-0326-SM-6ETZN	85.2073199942613	Adrenal Gland
GTEX-14XAO-0426-SM-6AJB6	58.2848417922244	Thyroid
GTEX-14XAO-0526-SM-6AJB7	42.9750051759424	Lung
GTEX-14XAO-0926-SM-69LPZ	67.7301934214733	Heart
GTEX-14XAO-1026-SM-6LLJ7	45.7008307734832	Blood Vessel
GTEX-14XAO-1126-SM-6EU11	102.328064133413	Heart
GTEX-14XAO-1226-SM-6EU1C	59.3201593538299	Skin
GTEX-14XAO-1326-SM-6EU1A	58.0883318121957	Esophagus
GTEX-14XAO-1426-SM-6EU2C	37.6226353945124	Esophagus
GTEX-14XAO-1926-SM-6ETZO	32.7254298291717	Small Intestine
GTEX-14XAO-2026-SM-69LOI	34.4528021529532	Colon
GTEX-14XAO-2226-SM-6LLHU	15.6806941604846	Muscle
GTEX-14XAO-2326-SM-6EU1B	59.3350942532246	Skin
GTEX-15CHC-0006-SM-7P8RG	0.395507700427684	Blood
GTEX-15CHC-0008-SM-E9U4J	128.876379537349	Skin
GTEX-15CHC-0126-SM-5YYBA	19.7827625557482	Thyroid
GTEX-15CHC-0226-SM-5YYBB	27.643829352401	Lung
GTEX-15CHC-0326-SM-5ZZVP	62.8557382485341	Heart
GTEX-15CHC-0426-SM-6LLHI	52.2859347830097	Heart
GTEX-15CHC-0526-SM-6EU23	43.9909055133985	Blood Vessel
GTEX-15CHC-0626-SM-686YV	66.9349827031167	Blood Vessel
GTEX-15CHC-0726-SM-6AJ9D	25.6979333827214	Spleen
GTEX-15CHC-0826-SM-686YW	33.2732811742587	Adipose Tissue
GTEX-15CHC-1126-SM-6LLHQ	35.5557891287932	Skin
GTEX-15CHC-1226-SM-686ZH	58.7129895593463	Salivary Gland
GTEX-15CHC-1326-SM-6LLJA	44.3721558819657	Esophagus
GTEX-15CHC-1426-SM-5ZZVQ	41.5455789092198	Esophagus
GTEX-15CHC-1626-SM-5ZZWS	45.8724815873784	Colon
GTEX-15CHC-2026-SM-6EU1Z	34.7318965900206	Uterus
GTEX-15CHC-2126-SM-6EU21	32.6726706092871	Skin
GTEX-15CHC-2426-SM-6EU22	14.2717594323028	Muscle
GTEX-15CHC-2526-SM-686YX	23.9719321575072	Nerve
GTEX-15CHQ-0005-SM-7P8RH	0.744860558588124	Blood
GTEX-15CHQ-0008-SM-E9U4I	133.107875165275	Skin
GTEX-15CHQ-0011-R10b-SM-6AJBV	19.9670719700755	Brain
GTEX-15CHQ-0011-R11b-SM-686ZZ	9.77312358590527	Brain
GTEX-15CHQ-0011-R1a-SM-COH27	13.3095455322354	Brain
GTEX-15CHQ-0011-R2b-SM-6AJAD	32.2130999588782	Brain
GTEX-15CHQ-0011-R3b-SM-686ZY	14.4448306976421	Brain
GTEX-15CHQ-0011-R4a-SM-686ZX	18.8834010597918	Brain
GTEX-15CHQ-0011-R5b-SM-6AJAN	16.2545584542626	Brain
GTEX-15CHQ-0011-R6b-SM-69LOX	16.7855700498873	Brain
GTEX-15CHQ-0011-R7b-SM-D4P1Q	15.9553083534186	Brain
GTEX-15CHQ-0011-R8b-SM-CNPO4	20.6269182320068	Brain
GTEX-15CHQ-0011-R9a-SM-6LLHX	19.9048425228831	Brain
GTEX-15CHQ-0226-SM-6EU2S	89.3012276425721	Adipose Tissue
GTEX-15CHQ-0326-SM-69LQD	86.6367863790579	Skin
GTEX-15CHQ-0626-SM-6AJ9E	74.475830335628	Blood Vessel
GTEX-15CHQ-0726-SM-6EU18	27.5246189349163	Muscle
GTEX-15CHQ-0826-SM-69LOT	34.1183102985052	Thyroid
GTEX-15CHQ-1126-SM-686YY	49.0332372788386	Adipose Tissue
GTEX-15CHQ-1226-SM-6ETZL	55.8616079014812	Spleen
GTEX-15CHQ-1326-SM-6871Z	63.6756820953555	Heart
GTEX-15CHQ-1526-SM-69LPW	23.2779731185922	Heart
GTEX-15CHQ-1626-SM-6LLJR	35.990791480907	Blood Vessel
GTEX-15CHQ-2026-SM-6AJAX	47.4766820696486	Esophagus
GTEX-15CHQ-2126-SM-6871M	18.4602115553972	Kidney
GTEX-15CHQ-2526-SM-6EU24	52.7809623574273	Colon
GTEX-15CHQ-2626-SM-686YZ	46.799491817807	Colon
GTEX-15CHQ-3126-SM-6872B	19.240922972991	Pituitary
GTEX-15CHR-0005-SM-9KNUS	0.514001024133129	Blood
GTEX-15CHR-0008-SM-E9U4K	108.261710573028	Skin
GTEX-15CHR-0126-SM-7SB7X	42.5783048634963	Blood Vessel
GTEX-15CHR-0226-SM-7PC2Z	85.1236002316864	Heart
GTEX-15CHR-0326-SM-7DHN3	47.8764290072701	Heart
GTEX-15CHR-0526-SM-79OLJ	54.5701279022848	Blood Vessel
GTEX-15CHR-0626-SM-7938V	102.91273056862	Adrenal Gland
GTEX-15CHR-0726-SM-7EPHG	36.6715182916884	Lung
GTEX-15CHR-0926-SM-7DUFW	36.7012118538215	Esophagus
GTEX-15CHR-1126-SM-7EWF4	33.1928595742648	Skin
GTEX-15CHR-1226-SM-79OON	66.1126615909569	Prostate
GTEX-15CHR-1326-SM-79OLT	32.2525340124754	Stomach
GTEX-15CHR-1426-SM-7DUGV	33.7166820453617	Colon
GTEX-15CHR-1726-SM-7DUGW	29.7695652179186	Thyroid
GTEX-15CHR-2026-SM-7MXU2	36.7259657755846	Pancreas
GTEX-15CHR-2426-SM-7DUFX	19.6622215912584	Muscle
GTEX-15D1Q-0006-SM-9KNTN	1.47510635041603	Blood
GTEX-15D1Q-0008-SM-E9U4L	95.0493497133595	Skin
GTEX-15D1Q-0126-SM-7KUG6	62.0212612039124	Skin
GTEX-15D1Q-0426-SM-6AJ9G	57.7949467603167	Heart
GTEX-15D1Q-0526-SM-6AJAY	55.1360267140996	Lung
GTEX-15D1Q-0626-SM-6AJAZ	27.2423518368347	Thyroid
GTEX-15D1Q-1226-SM-686Z1	49.6556767531883	Blood Vessel
GTEX-15D1Q-1326-SM-69LOA	37.6800742897742	Adipose Tissue
GTEX-15D1Q-1526-SM-686Z2	56.275704502877	Esophagus
GTEX-15D1Q-2826-SM-6LLH7	34.6783709876603	Skin
GTEX-15D79-0005-SM-7P8TS	0.381794747202437	Blood
GTEX-15D79-0008-SM-E6CPM	119.432547214904	Skin
GTEX-15D79-0426-SM-6AJAW	84.8180569502484	Blood Vessel
GTEX-15D79-0526-SM-6ETZP	16.4746773488584	Muscle
GTEX-15D79-3126-SM-6M48C	30.5019195068964	Pituitary
GTEX-15DCD-0006-SM-7RHG4	0.448453972789032	Blood
GTEX-15DCD-0008-SM-E76Q6	116.193084059459	Skin
GTEX-15DCD-0011-R10b-SM-6LPII	13.8311830829118	Brain
GTEX-15DCD-0011-R11a-SM-D4P1R	14.0161913101959	Brain
GTEX-15DCD-0011-R1b-SM-6LPIJ	13.9512175343764	Brain
GTEX-15DCD-0011-R2b-SM-6LPIE	22.4753637504028	Brain
GTEX-15DCD-0011-R3b-SM-D4P1P	15.9729391384388	Brain
GTEX-15DCD-0011-R4a-SM-69LPB	22.3476529049263	Brain
GTEX-15DCD-0011-R5a-SM-CXZKZ	16.2432819850207	Brain
